0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000
0.000041	0.000000	0.000000	0.000000	0.000293	-0.000000
0.000081	0.000000	0.000000	0.000000	0.001589	-0.000000
0.000122	0.000000	0.000000	0.000000	0.001924	-0.000000
0.000162	0.000000	0.000000	0.000000	0.004969	-0.000000
0.000203	0.000000	0.000000	0.000000	0.005947	-0.000000
0.000243	0.000000	0.000000	0.000000	0.009521	-0.000000
0.000284	0.000000	0.000000	0.000000	0.012081	-0.000000
0.000324	0.000000	0.000000	0.000000	0.015626	-0.000000
0.000365	0.000000	0.000000	-0.000001	0.020028	-0.000000
0.000405	0.000001	0.000000	0.000000	0.024319	-0.000000
0.000446	0.000001	0.000000	-0.000004	0.030306	0.000010
0.000486	0.000001	0.000000	-0.000005	0.035427	0.000010
0.000527	0.000001	0.000000	-0.000012	0.043033	0.000010
0.000567	0.000001	0.000000	-0.000019	0.050814	0.000020
0.000608	0.000002	0.000000	-0.000030	0.058724	0.000030
0.000648	0.000002	0.000000	-0.000044	0.068794	0.000040
0.000689	0.000003	0.000000	-0.000059	0.079181	0.000050
0.000730	0.000003	0.000000	-0.000080	0.089626	0.000060
0.000770	0.000004	0.000000	-0.000100	0.102290	0.000080
0.000811	0.000004	0.000000	-0.000127	0.115423	0.000100
0.000851	0.000005	0.000000	-0.000156	0.128754	0.000120
0.000892	0.000006	0.000000	-0.000187	0.144509	0.000140
0.000932	0.000007	0.000000	-0.000223	0.160863	0.000180
0.000973	0.000007	0.000000	-0.000264	0.177469	0.000210
0.001013	0.000008	0.000000	-0.000306	0.196669	0.000260
0.001054	0.000009	0.000000	-0.000354	0.215712	0.000300
0.001094	0.000011	0.000000	-0.000406	0.237086	0.000359
0.001135	0.000012	0.000000	-0.000460	0.258666	0.000419
0.001175	0.000013	0.000000	-0.000520	0.281809	0.000489
0.001216	0.000015	0.000000	-0.000584	0.305908	0.000569
0.001256	0.000016	0.000000	-0.000650	0.331756	0.000659
0.001297	0.000018	0.000000	-0.000722	0.358961	0.000769
0.001337	0.000019	0.000000	-0.000797	0.386427	0.000879
0.001378	0.000021	0.000000	-0.000870	0.416716	0.001009
0.001419	0.000023	0.000000	-0.000953	0.447004	0.001148
0.001459	0.000025	0.000000	-0.001039	0.479157	0.001298
0.001500	0.000027	0.000000	-0.001131	0.512901	0.001468
0.001540	0.000030	0.000000	-0.001224	0.547410	0.001658
0.001581	0.000032	0.000000	-0.001325	0.584237	0.001867
0.001621	0.000034	0.000000	-0.001412	0.621534	0.002087
0.001662	0.000037	0.000000	-0.001530	0.660582	0.002337
0.001702	0.000040	0.000000	-0.001640	0.700790	0.002596
0.001743	0.000043	0.000000	-0.001760	0.742977	0.002896
0.001783	0.000046	0.000000	-0.001860	0.785880	0.003205
0.001824	0.000049	0.000000	-0.001985	0.830486	0.003535
0.001864	0.000052	0.000000	-0.002105	0.876972	0.003914
0.001905	0.000056	0.000000	-0.002239	0.924134	0.004304
0.001945	0.000060	0.000000	-0.002349	0.973121	0.004733
0.001986	0.000063	0.000000	-0.002529	1.023856	0.005193
0.002027	0.000067	0.000000	-0.002640	1.075465	0.005682
0.002067	0.000071	0.000000	-0.002759	1.128847	0.006211
0.002108	0.000076	0.000000	-0.002922	1.183935	0.006780
0.002148	0.000080	0.000000	-0.003063	1.239824	0.007380
0.002189	0.000085	0.000000	-0.003231	1.297448	0.008019
0.002229	0.000090	0.000000	-0.003378	1.356233	0.008688
0.002270	0.000095	0.000000	-0.003531	1.417075	0.009417
0.002310	0.000100	0.000000	-0.003690	1.478673	0.010186
0.002351	0.000105	0.000000	-0.003862	1.542609	0.011024
0.002391	0.000111	0.000000	-0.004026	1.607254	0.011893
0.002432	0.000116	0.000000	-0.004185	1.673532	0.012812
0.002472	0.000122	0.000000	-0.004359	1.741041	0.013771
0.002513	0.000128	0.000000	-0.004536	1.810475	0.014809
0.002553	0.000135	0.000000	-0.004700	1.880587	0.015898
0.002594	0.000141	0.000000	-0.004885	1.953035	0.017056
0.002634	0.000148	0.000000	-0.005052	2.026062	0.018274
0.002675	0.000155	0.000000	-0.005243	2.100748	0.019542
0.002716	0.000162	0.000000	-0.005414	2.176614	0.020870
0.002756	0.000169	0.000000	-0.005612	2.254372	0.022279
0.002797	0.000177	0.000000	-0.005789	2.332828	0.023756
0.002837	0.000185	0.000000	-0.005991	2.412891	0.025294
0.002878	0.000193	0.000000	-0.006173	2.494680	0.026932
0.002918	0.000201	0.000000	-0.006377	2.577049	0.028620
0.002959	0.000209	0.000000	-0.006561	2.661068	0.030387
0.002999	0.000218	0.000000	-0.006756	2.746711	0.032264
0.003040	0.000227	0.000000	-0.006950	2.833048	0.034202
0.003080	0.000236	0.000000	-0.007162	2.920840	0.036219
0.003121	0.000246	0.000000	-0.007354	3.009625	0.038316
0.003161	0.000255	0.000000	-0.007555	3.100174	0.040523
0.003202	0.000265	0.000000	-0.007753	3.191241	0.042809
0.003242	0.000275	0.000000	-0.007957	3.284437	0.045226
0.003283	0.000286	0.000000	-0.008161	3.377994	0.047713
0.003323	0.000297	0.000000	-0.008367	3.473000	0.050289
0.003364	0.000307	0.000000	-0.008389	3.569332	0.052965
0.003405	0.000319	0.000000	-0.008625	3.666465	0.055761
0.003445	0.000330	0.000000	-0.008781	3.764429	0.058657
0.003486	0.000342	0.000000	-0.009075	3.864271	0.061693
0.003526	0.000354	0.000000	-0.009260	3.963732	0.064758
0.003567	0.000366	0.000000	-0.009480	4.065797	0.067984
0.003607	0.000379	0.000000	-0.009668	4.168226	0.071359
0.003648	0.000392	0.000000	-0.009907	4.270892	0.074774
0.003688	0.000405	0.000000	-0.010114	4.375918	0.078359
0.003729	0.000419	0.000000	-0.010342	4.481286	0.082094
0.003769	0.000432	0.000000	-0.010443	4.586819	0.085869
0.003810	0.000446	0.000000	-0.010695	4.695181	0.089833
0.003850	0.000461	0.000000	-0.010948	4.802055	0.093877
0.003891	0.000475	0.000000	-0.011167	4.912350	0.098131
0.003931	0.000490	0.000000	-0.011210	5.020946	0.102455
0.003972	0.000506	0.000000	-0.011470	5.131677	0.106919
0.004012	0.000521	0.000000	-0.011646	5.242363	0.111472
0.004053	0.000537	0.000000	-0.011909	5.354627	0.116236
0.004094	0.000553	0.000000	-0.012158	5.466835	0.121089
0.004134	0.000570	0.000000	-0.012268	5.580586	0.126152
0.004175	0.000587	0.000000	-0.012325	5.694278	0.131274
0.004215	0.000604	0.000000	-0.012614	5.809087	0.136567
0.004256	0.000622	0.000000	-0.012717	5.924528	0.142069
0.004296	0.000639	0.000000	-0.013061	6.039502	0.147601
0.004337	0.000658	0.000000	-0.013162	6.157388	0.153393
0.004377	0.000676	0.000000	-0.013399	6.273857	0.159335
0.004418	0.000695	0.000000	-0.013524	6.390798	0.165336
0.004458	0.000714	0.000000	-0.013821	6.508950	0.171538
0.004499	0.000734	0.000000	-0.013823	6.627685	0.177918
0.004539	0.000754	0.000000	-0.014097	6.746231	0.184459
0.004580	0.000774	0.000000	-0.014199	6.865356	0.191150
0.004620	0.000795	0.000000	-0.014494	6.984590	0.197960
0.004661	0.000816	0.000000	-0.014696	7.104411	0.204920
0.004701	0.000837	0.000000	-0.014906	7.224779	0.212100
0.004742	0.000859	0.000000	-0.015005	7.345136	0.219420
0.004783	0.000881	0.000000	-0.015587	7.465284	0.226859
0.004823	0.000904	0.000000	-0.015624	7.586483	0.234538
0.004864	0.000927	0.000000	-0.015748	7.707234	0.242347
0.004904	0.000950	0.000000	-0.016009	7.828471	0.250296
0.004945	0.000974	0.000000	-0.016110	7.950287	0.258505
0.004985	0.000998	0.000000	-0.016369	8.071520	0.266823
0.005026	0.001022	0.000000	-0.016269	8.193046	0.275281
0.005066	0.001047	0.000000	-0.016355	8.314583	0.283879
0.005107	0.001072	0.000000	-0.016742	8.436078	0.292706
0.005147	0.001098	0.000000	-0.016697	8.557024	0.301664
0.005188	0.001124	0.000000	-0.016527	8.680617	0.310990
0.005228	0.001150	0.000000	-0.016862	8.800253	0.320147
0.005269	0.001177	0.000000	-0.016891	8.923167	0.329704
0.005309	0.001204	0.000000	-0.017296	9.044213	0.339430
0.005350	0.001232	0.000000	-0.017459	9.165283	0.349206
0.005391	0.001260	0.000000	-0.017734	9.286850	0.359242
0.005431	0.001289	0.000000	-0.017920	9.407516	0.369398
0.005472	0.001317	0.000000	-0.018166	9.528738	0.379833
0.005512	0.001347	0.000000	-0.018373	9.649170	0.390388
0.005553	0.001377	0.000000	-0.018572	9.769644	0.401083
0.005593	0.001407	0.000000	-0.018754	9.889905	0.411928
0.005634	0.001437	0.000000	-0.018931	10.010341	0.423042
0.005674	0.001469	0.000000	-0.019110	10.130028	0.434276
0.005715	0.001500	0.000000	-0.019281	10.249532	0.445650
0.005755	0.001532	0.000000	-0.019462	10.369224	0.457304
0.005796	0.001564	0.000000	-0.019661	10.487695	0.469067
0.005836	0.001597	0.000000	-0.019857	10.606240	0.480970
0.005877	0.001631	0.000000	-0.020081	10.723986	0.492983
0.005917	0.001664	0.000000	-0.020307	10.842115	0.505306
0.005958	0.001699	0.000000	-0.020529	10.959093	0.517728
0.005998	0.001733	0.000000	-0.020754	11.076717	0.530470
0.006039	0.001769	0.000000	-0.020966	11.192461	0.543142
0.006080	0.001804	0.000000	-0.021174	11.309363	0.556144
0.006120	0.001840	0.000000	-0.021383	11.425187	0.569405
0.006161	0.001877	0.000000	-0.021261	11.541182	0.582736
0.006201	0.001914	0.000000	-0.021591	11.655686	0.596177
0.006242	0.001952	0.000000	-0.021902	11.769987	0.609838
0.006282	0.001990	0.000000	-0.021263	11.883185	0.623678
0.006323	0.002028	0.000000	-0.020645	11.994927	0.637589
0.006363	0.002067	0.000000	-0.021400	12.107934	0.651779
0.006404	0.002107	0.000000	-0.021572	12.218955	0.665939
0.006444	0.002147	0.000000	-0.021738	12.331287	0.680548
0.006485	0.002187	0.000000	-0.021471	12.440777	0.695117
0.006525	0.002228	0.000000	-0.022199	12.551590	0.709956
0.006566	0.002270	0.000000	-0.021665	12.660341	0.724765
0.006606	0.002312	0.000000	-0.022528	12.770363	0.740014
0.006647	0.002354	0.000000	-0.022486	12.877638	0.755192
0.006687	0.002397	0.000000	-0.023338	12.986532	0.770840
0.006728	0.002441	0.000000	-0.022401	13.091460	0.786139
0.006769	0.002485	0.000000	-0.023544	13.200170	0.802126
0.006809	0.002529	0.000000	-0.023332	13.305054	0.818074
0.006850	0.002574	0.000000	-0.024295	13.410916	0.834201
0.006890	0.002620	0.000000	-0.024715	13.516164	0.850488
0.006931	0.002666	0.000000	-0.025048	13.622713	0.867304
0.006971	0.002713	0.000000	-0.024907	13.724273	0.883761
0.007012	0.002760	0.000000	-0.025315	13.827915	0.900537
0.007052	0.002808	0.000000	-0.025677	13.929804	0.917363
0.007093	0.002856	0.000000	-0.026319	14.032682	0.934699
0.007133	0.002905	0.000000	-0.026506	14.137529	0.952094
0.007174	0.002954	0.000000	-0.026939	14.236047	0.969410
0.007214	0.003004	0.000000	-0.027201	14.336527	0.987025
0.007255	0.003055	0.000000	-0.026978	14.435462	1.004840
0.007295	0.003106	0.000000	-0.026839	14.533427	1.022574
0.007336	0.003158	0.000000	-0.027129	14.631914	1.040649
0.007376	0.003210	0.000000	-0.027648	14.732143	1.059283
0.007417	0.003262	0.000000	-0.029075	14.826466	1.077387
0.007458	0.003316	0.000000	-0.028238	14.924242	1.096041
0.007498	0.003370	0.000000	-0.029580	15.017468	1.114644
0.007539	0.003424	0.000000	-0.028750	15.115992	1.133997
0.007579	0.003479	0.000000	-0.029710	15.207973	1.152641
0.007620	0.003535	0.000000	-0.028060	15.302141	1.171724
0.007660	0.003591	0.000000	-0.029946	15.394779	1.191016
0.007701	0.003648	0.000000	-0.029758	15.490252	1.210818
0.007741	0.003705	0.000000	-0.030821	15.580599	1.230391
0.007782	0.003763	0.000000	-0.029819	15.672309	1.250183
0.007822	0.003822	0.000000	-0.030796	15.762735	1.270075
0.007863	0.003881	0.000000	-0.030571	15.852947	1.290196
0.007903	0.003940	0.000000	-0.031020	15.945643	1.310497
0.007944	0.004001	0.000000	-0.030473	16.032408	1.330739
0.007984	0.004062	0.000000	-0.031909	16.123434	1.351579
0.008025	0.004123	0.000000	-0.031647	16.212869	1.372160
0.008065	0.004185	0.000000	-0.033160	16.303816	1.393660
0.008106	0.004248	0.000000	-0.032978	16.389324	1.414590
0.008147	0.004312	0.000000	-0.032525	16.474015	1.435601
0.008187	0.004376	0.000000	-0.033167	16.561851	1.457140
0.008228	0.004440	0.000000	-0.032577	16.644805	1.478290
0.008268	0.004505	0.000000	-0.032160	16.732072	1.500279
0.008309	0.004571	0.000000	-0.032809	16.813270	1.521559
0.008349	0.004638	0.000000	-0.031840	16.897204	1.543398
0.008390	0.004705	0.000000	-0.032227	16.982239	1.565876
0.008430	0.004773	0.000000	-0.032010	17.063467	1.587766
0.008471	0.004841	0.000000	-0.032515	17.147510	1.610394
0.008511	0.004910	0.000000	-0.033305	17.234063	1.633800
0.008552	0.004980	0.000000	-0.033115	17.314541	1.656189
0.008592	0.005050	0.000000	-0.033261	17.396299	1.679306
0.008633	0.005121	0.000000	-0.034544	17.480396	1.702803
0.008673	0.005193	0.000000	-0.034468	17.557177	1.725571
0.008714	0.005265	0.000000	-0.035219	17.642386	1.749697
0.008755	0.005338	0.000000	-0.033982	17.716932	1.772365
0.008795	0.005411	0.000000	-0.034786	17.799508	1.796540
0.008836	0.005486	0.000000	-0.033960	17.876336	1.819967
0.008876	0.005561	0.000000	-0.036024	17.959278	1.844573
0.008917	0.005636	0.000000	-0.034364	18.035553	1.868419
0.008957	0.005712	0.000000	-0.038105	18.118046	1.893723
0.008998	0.005789	0.000000	-0.032757	18.189891	1.917050
0.009038	0.005867	0.000000	-0.036450	18.270857	1.942774
0.009079	0.005945	0.000000	-0.031571	18.342054	1.966340
0.009119	0.006024	0.000000	-0.037506	18.425863	1.992703
0.009160	0.006104	0.000000	-0.034493	18.499997	2.017059
0.009200	0.006184	0.000000	-0.038437	18.588343	2.043381
0.009241	0.006265	0.000000	-0.036592	18.659052	2.068576
0.009281	0.006347	0.000000	-0.036568	18.741780	2.094899
0.009322	0.006429	0.000000	-0.032772	18.813893	2.120632
0.009362	0.006512	0.000000	-0.033522	18.887492	2.146076
0.009403	0.006596	0.000000	-0.032175	18.960700	2.172050
0.009444	0.006680	0.000000	-0.030825	19.035261	2.197963
0.009484	0.006766	0.000000	-0.031742	19.112247	2.225105
0.009525	0.006851	0.000000	-0.030677	19.184645	2.251128
0.009565	0.006938	0.000000	-0.030214	19.263362	2.278589
0.009606	0.007025	0.000000	-0.027584	19.334204	2.304702
0.009646	0.007113	0.000000	-0.027680	19.408719	2.331974
0.009687	0.007202	0.000000	-0.021854	19.476622	2.357547
0.009727	0.007291	0.000000	-0.020863	19.550665	2.385118
0.009768	0.007382	0.000000	0.005327	19.624368	2.412440
0.009808	0.007473	0.000000	0.075089	19.688194	2.438293
0.009849	0.007564	0.000000	0.087186	19.795336	2.474692
0.009889	0.007656	0.000000	0.148237	19.821929	2.491278
0.009930	0.007750	0.000000	0.150372	19.947219	2.532230
0.009970	0.007843	0.000000	0.156227	19.950800	2.543035
0.010011	0.007938	0.000000	0.215222	20.067806	2.582629
0.010051	0.008033	0.000000	0.225775	20.112247	2.603620
0.010092	0.008129	0.000000	0.283269	20.208776	2.639039
0.010133	0.008226	0.000000	0.231361	20.243402	2.657813
0.010173	0.008323	0.000000	0.280938	20.338422	2.693303
0.010214	0.008422	0.000000	0.328058	20.376844	2.713764
0.010254	0.008521	0.000000	0.296524	20.441901	2.741734
0.010295	0.008621	0.000000	0.367715	20.468733	2.759799
0.010335	0.008721	0.000000	0.365296	20.580576	2.799193
0.010376	0.008822	0.000000	0.397286	20.598333	2.815939
0.010416	0.008924	0.000000	0.404715	20.688522	2.851020
0.010457	0.009027	0.000000	0.432273	20.728890	2.873338
0.010497	0.009131	0.000000	0.444243	20.803507	2.904664
0.010538	0.009235	0.000000	0.414661	20.849713	2.929189
0.010578	0.009340	0.000000	0.475974	20.918806	2.960106
0.010619	0.009446	0.000000	0.471622	20.947304	2.981006
0.010659	0.009553	0.000000	0.505662	21.030373	3.015028
0.010700	0.009660	0.000000	0.517468	21.052881	3.034161
0.010740	0.009768	0.000000	0.486221	21.117760	3.064528
0.010781	0.009877	0.000000	0.545649	21.133650	3.082632
0.010822	0.009987	0.000000	0.531817	21.175101	3.107527
0.010862	0.010098	0.000000	0.554504	21.239497	3.137205
0.010903	0.010209	0.000000	0.589970	21.280045	3.162410
0.010943	0.010321	0.000000	0.546486	21.343988	3.193186
0.010984	0.010434	0.000000	0.606353	21.364109	3.214466
0.011024	0.010548	0.000000	0.533278	21.423960	3.244184
0.011065	0.010662	0.000000	0.625069	21.433511	3.263806
0.011105	0.010778	0.000000	0.539667	21.508395	3.296580
0.011146	0.010894	0.000000	0.638005	21.504271	3.314325
0.011186	0.011011	0.000000	0.545676	21.580971	3.347208
0.011227	0.011129	0.000000	0.636877	21.561476	3.360939
0.011267	0.011247	0.000000	0.549954	21.639471	3.394921
0.011308	0.011366	0.000000	0.645484	21.626236	3.409820
0.011348	0.011487	0.000000	0.554311	21.697702	3.443073
0.011389	0.011608	0.000000	0.649494	21.674039	3.456574
0.011429	0.011730	0.000000	0.562733	21.752499	3.491654
0.011470	0.011852	0.000000	0.583196	21.733180	3.507242
0.011511	0.011976	0.000000	0.587295	21.786896	3.537290
0.011551	0.012100	0.000000	0.580745	21.804623	3.560587
0.011592	0.012225	0.000000	0.622684	21.838167	3.586910
0.011632	0.012351	0.000000	0.570844	21.843801	3.606981
0.011673	0.012478	0.000000	0.635545	21.878395	3.633534
0.011713	0.012606	0.000000	0.578030	21.894236	3.657170
0.011754	0.012734	0.000000	0.586661	21.906024	3.679539
0.011794	0.012863	0.000000	0.601033	21.927167	3.704613
0.011835	0.012994	0.000000	0.588055	21.959729	3.731745
